Cruise #,Month,Year,Station Code,Study Type,GoodHaul,Day,Repeat,Nonconsecutive Repeat,MMED,Liner Mesh (cm),Extension,Sample Date,Start_Time,Stn_Depth_m,nmi_From_Shore,Mid_Lat,Mid_Long,Trawl_Dist_km,California market squid__,Chinook salmon_yearling_Interior_Sp,Sablefish__,Sea nettle__,Water jelly__
1,June,1998,061998WB05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/19/1998,18:23,27.432,5,46.64216614,-124.1722488,3.484893,2.582575997,0,0,0,0
1,June,1998,062098CR20,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/20/1998,6:25,131.6736,20,46.14216614,-124.4519196,3.738987,0,0,0,0,0
1,June,1998,062098CR25,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/20/1998,8:25,146.304,25,46.1499176,-124.5513306,2.861397,0,0,0,0,0
1,June,1998,062098CR07,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,6/20/1998,11:55,58.5216,7,46.14116669,-124.1539154,3.608553,0,0,0,0,0
1,June,1998,062198CF03,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1998,5:44,54.864,3,45.70041656,-124.0242462,4.664566,0,0,0,0,0
1,June,1998,062198CF07,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1998,7:40,74.9808,7,45.68108368,-124.0751648,3.135658,0,0,0,0,0
1,June,1998,062198CF10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1998,9:50,113.3856,10,45.70833588,-124.1745834,3.806821,1.050745395,0,0,0,0
1,June,1998,062198CF15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1998,12:42,148.1328,15,45.70608521,-124.3005829,3.803532,0,0,0,0,0
1,June,1998,062198CF25,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1998,16:45,192.024,25,45.70500183,-124.5214996,4.157973,0,0,0,0,0
1,June,1998,062198CM03,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1998,20:55,62.1792,3,45.46075058,-124.0380859,3.004581,0,0,0,0,0
1,June,1998,062298CH01,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1998,6:25,25.6032,1,45.02066803,-124.0384979,3.580754,0,0,0,0,0
1,June,1998,062298CH02,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1998,8:26,54.864,2,45.00541687,-124.0766678,3.103625,0.644407737,0,0,0,0
1,June,1998,062298CH05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1998,10:07,91.44,5,45.01283264,-124.1265869,3.379844,0,0,0,0,0
1,June,1998,062298CH10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1998,13:35,151.7904,10,45.00125122,-124.2414169,3.428846,0,0,0,0,0
1,June,1998,062298CH15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1998,16:11,192.024,15,44.99750137,-124.3491669,2.951451,0,0,0,0,0
1,June,1998,062298CH20,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1998,18:12,329.184,20,45.00941467,-124.4504166,3.591542,0,0,0,0,0
1,June,1998,062398NH05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/23/1998,16:15,56.6928,5,44.63041687,-124.1722565,3.878924,0.257803428,0,0,0,0
1,June,1998,062398NH10A,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/23/1998,18:38,80.4672,10,44.64041901,-124.2884216,2.430538,0,0,0,0,0
1,June,1998,062398NH10B,Regular,TRUE,TRUE,TRUE,FALSE,No,0.8,No,6/23/1998,19:36,82.296,10,44.64266586,-124.2982483,2.857016,0,0,0,0,0
1,June,1998,062398NH15,Regular,TRUE,FALSE,FALSE,FALSE,No,0.8,No,6/23/1998,21:28,98.7552,15,44.63608551,-124.4055786,3.831504,0,0,0,0,0
1,June,1998,062498CP03,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1998,6:43,53.0352,3,44.21900177,-124.2051697,3.836301,1.824674186,0,0,0,0
1,June,1998,062498CP02,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1998,8:40,43.8912,2,44.2448349,-124.1560822,3.288451,0.304094524,0,0,0,0
1,June,1998,062498CP10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1998,11:17,85.9536,10,44.21316528,-124.3315887,3.398828,1.471095421,0,0,0,0
1,June,1998,062498CP15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1998,13:28,100.584,15,44.21683502,-124.4531708,3.788797,0,0,0,0,0
1,June,1998,062498CP20,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1998,15:35,106.0704,20,44.20883179,-124.5619202,2.713332,0.737101116,0,0,0,0
1,June,1998,062498CP25,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1998,17:37,106.0704,25,44.22008514,-124.6990814,3.729936,0,0,0,0,0
1,June,1998,062598CM05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/25/1998,6:00,85.9536,5,45.44916534,-124.0944138,4.316438,1.390035114,0,0,0,0
3,May,1999,051899LP04,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/18/1999,6:26,32.9184,4,47.90299988,-124.7425842,2.634503,1.89789143,0,0,0,0
3,May,1999,051899LP06D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/18/1999,8:33,54.864,6,47.8932724,-124.7872238,3.08023,14.60929641,0,0,0,0
3,May,1999,051899LP09A,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/18/1999,11:06,82.296,9,47.89208984,-124.8781357,3.28425,0.30448354,0,0,0,0
3,May,1999,051899LP12,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/18/1999,13:36,107.8992,12,47.90926361,-124.952179,3.301258,0,0,0,0,0
3,May,1999,051899LP17,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/18/1999,16:03,142.6464,17,47.8917923,-125.0857697,3.619662,0,0,0,0,0.828806712
3,May,1999,051899LP09B,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,5/18/1999,18:20,82.296,9,47.89684296,-124.8733673,3.267204,0,0,0,0,0.612144153
3,May,1999,051899LP06N,Regular,TRUE,FALSE,TRUE,TRUE,No,0.8,No,5/18/1999,21:17,51.2064,6,47.90984344,-124.799469,3.320872,99.3714812,0,0,0,0
3,May,1999,051999GH16N,Regular,TRUE,FALSE,TRUE,TRUE,No,0.8,No,5/19/1999,0:05,84.1248,16,46.97286606,-124.5592499,3.265802,0.306203463,0,0,0,0
3,May,1999,051999GH26,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/19/1999,6:03,159.1056,26,46.98717499,-124.8141785,2.805377,0,0,0,0,0
3,May,1999,051999GH21,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/19/1999,8:41,113.3856,21,46.97994995,-124.6902618,3.201154,0,0.937162038,0,0,0
3,May,1999,051999GH16,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/19/1999,11:00,82.296,16,46.98016739,-124.555954,2.924687,0.341916913,2.637644755,0,0,1.709584564
3,May,1999,051999GH10B,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/19/1999,14:05,56.6928,10,47.00365829,-124.4329681,2.533038,0,0,0,0,0
3,May,1999,051999GH05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/19/1999,16:00,40.2336,5,46.99532318,-124.3097763,3.571222,0,0,0,0,0
3,May,1999,051999GH10N,Regular,TRUE,FALSE,TRUE,TRUE,No,0.8,No,5/19/1999,21:34,58.5216,10,46.98777771,-124.4320374,4.951979,0.40387896,0,0,0,0
3,May,1999,052099CR04,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/20/1999,7:51,29.2608,4,46.1515274,-124.076149,2.211561,283.5101281,0,0,0,0
3,May,1999,052099CR07,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/20/1999,9:32,67.6656,7,46.14953232,-124.1658173,2.901066,35.8488965,9.192024743,0,0,1.034102784
3,May,1999,052099CR10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/20/1999,11:20,78.6384,10,46.14794922,-124.2215271,2.891147,8.301203932,2.594126229,0,0,1.037650492
3,May,1999,052099CR15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/20/1999,12:43,113.3856,15,46.14818192,-124.3477249,3.304967,3.328323536,1.815449201,0,0,0
3,May,1999,052099CR20,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/20/1999,15:23,133.5024,20,46.14833069,-124.4509735,3.406379,103.0419625,4.056560035,0,0,0
3,May,1999,052099CR25,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/20/1999,17:28,148.1328,25,46.15292358,-124.554718,2.723403,10.28125393,10.25502624,0,0,0
3,May,1999,052099CR30,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/20/1999,19:00,438.912,30,46.14703369,-124.6833267,2.931775,2.728722052,12.66000115,0,0,0
3,May,1999,052199CR30N,Regular,TRUE,FALSE,TRUE,FALSE,No,0.8,No,5/21/1999,3:17,493.776,30,46.13829041,-124.6872177,1.100589,0,0,0,0,0
3,May,1999,052199CR40,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/21/1999,6:03,1024.128,40,46.15145111,-124.9228821,2.990799,0,3.343588174,0,0,0.668717635
3,May,1999,052199CR50,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/21/1999,9:17,848.5632,50,46.14464951,-125.1665039,3.118836,0,0,0,0,0
3,May,1999,052299CM01,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/1999,5:43,29.2608,1,45.46369171,-124.006546,3.499067,0,0,0,0,0.571580927
3,May,1999,052299CM03,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/1999,7:34,62.1792,3,45.45994186,-124.036293,3.345324,0,0,0,0,0
3,May,1999,052299CM05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/1999,9:23,85.9536,5,45.45589066,-124.0898056,3.698465,0,0,0,0,0
3,May,1999,052299CM10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/1999,11:52,137.16,10,45.46371841,-124.2120056,3.308851,0,0,0,0,0
3,May,1999,052299CM15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/1999,14:15,179.2224,15,45.44554901,-124.3243332,3.217118,0,0,0,0,0
3,May,1999,052299NH05,Regular,TRUE,FALSE,FALSE,FALSE,No,0.8,No,5/22/1999,21:35,60.3504,5,44.64043427,-124.1821136,3.418019,0,0,0,0,0
3,May,1999,052399NH05,Regular,TRUE,TRUE,TRUE,FALSE,No,0.8,No,5/23/1999,6:20,56.6928,5,44.66189957,-124.1746674,2.281021,47.78561134,0,0,0,17.97440426
3,May,1999,052399NH10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/23/1999,9:02,76.8096,10,44.62991714,-124.2877579,3.855371,0.778135182,0,0,0,0
3,May,1999,052399NH15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/23/1999,11:02,51.2064,15,44.61734009,-124.4050674,2.147412,0.465676914,0,0,0,3.259738398
3,May,1999,052399NH20,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/23/1999,13:20,133.5024,20,44.63223267,-124.5158539,3.510208,0,0,0,0,1.424417155
3,May,1999,052499CM20,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/24/1999,19:30,256.032,20,45.48674011,-124.4494247,2.68779,0,0,0,0,4.092581038
3,May,1999,052499CM30N,Regular,TRUE,FALSE,FALSE,FALSE,No,0.8,No,5/24/1999,21:36,512.064,30,45.45949173,-124.6811218,3.367749,0,0,0,0,0
3,May,1999,052599NR30,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/25/1999,6:23,457.2,30,45.63980103,-124.6971893,3.284412,2.740216392,0.304468488,0,0,0.913405464
3,May,1999,052599HP30,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/25/1999,10:40,259.6896,30,45.81688309,-124.6931381,3.061286,0,0.32666008,0,0,0
3,May,1999,052599HP40,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/25/1999,13:43,914.4,40,45.8566246,-124.928772,3.33996,0.299404753,0.299404753,0,0,1.197619012
3,May,1999,052599CR40,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,5/25/1999,17:43,914.4,40,46.14875793,-124.9086227,3.001957,0.666232128,0.333116064,0,0,0
3,May,1999,052599CR20,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,5/25/1999,20:52,135.3312,20,46.14362335,-124.4586792,3.251783,3.997806579,24.34016444,0,0,0
4,June,1999,061699LP06,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/16/1999,5:55,58.5216,6,47.88114929,-124.7934494,3.494164,0,9.348922658,0,0,0
4,June,1999,061699LP04,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/16/1999,8:08,45.72,4,47.88196564,-124.7453842,1.296996,0.771012332,8.995143869,0,0.771012332,0
4,June,1999,061699LP09,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/16/1999,10:00,85.9536,9,47.89408112,-124.8815689,1.517278,0.659075021,6.524842703,0,0,0
4,June,1999,061699LP12,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/16/1999,11:56,109.728,12,47.89509201,-124.9604034,1.279129,0,0.781781815,0,0,951.4284691
4,June,1999,061699LP17,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/16/1999,13:51,137.16,17,47.88780212,-125.0813446,3.302822,0,0,0,0,3.633256265
4,June,1999,061699LP22,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/16/1999,16:00,190.1952,22,47.90696716,-125.1935272,3.05318,0,0,0,0,0.655054734
4,June,1999,061699LP27,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/16/1999,18:14,497.4336,27,47.88840866,-125.3100586,3.296941,0,0.303311438,0,0,1.516557189
4,June,1999,061799LP09,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,6/17/1999,5:32,87.7824,9,47.87490082,-124.8813171,3.288617,0,6.08158315,0,0,0.304079158
4,June,1999,061799LP12,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,6/17/1999,7:48,107.8992,12,47.91534042,-124.9611893,2.387572,0,14.20114354,0,0,2.094177849
4,June,1999,061799GH26,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/17/1999,15:49,153.6192,26,47.02323914,-124.812439,2.794224,0,1.431524325,0,0,1.431524325
4,June,1999,061799GH36,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/17/1999,18:25,731.52,36,47.01857758,-125.0378876,2.638084,0,0,0,0,1.89531498
4,June,1999,061799GH31,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/17/1999,20:20,175.5648,31,46.99655151,-124.9220047,2.92933,0,0.34137495,0,0,0.34137495
4,June,1999,061899GH21,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/18/1999,5:32,115.2144,21,47.01192474,-124.6955109,2.600685,0,0.769028195,0,0,0
4,June,1999,061899GH16,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/18/1999,7:44,78.6384,16,46.98917389,-124.5496674,3.538152,0,1.130533762,0,0,0
4,June,1999,061899GH10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/18/1999,9:52,58.5216,10,46.99214935,-124.4220581,2.802814,0,0.356784258,0,0.713568515,0
4,June,1999,061899GH06,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/18/1999,11:57,38.4048,6,46.98901367,-124.3217773,2.879722,0.347255728,0.369659323,0,1.041767183,17.36278639
4,June,1999,061899WB05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/18/1999,16:10,23.7744,5,46.65878296,-124.172142,1.379163,4.350465782,0,0,2.175232891,2.175232891
4,June,1999,061899WB09,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/18/1999,18:24,60.3504,9,46.67200851,-124.2825775,1.436822,0,0.69598058,0,0.69598058,8.351766964
4,June,1999,061999CR10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/19/1999,5:26,74.9808,10,46.18265915,-124.2212677,1.63067,9.198671195,0.613244746,0,0,3.066223732
4,June,1999,061999CR07,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/19/1999,7:06,47.5488,7,46.16628265,-124.1425171,1.51522,1.979910759,0,0,0,2.639881013
4,June,1999,061999CR04,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/19/1999,9:31,27.432,4,46.17525482,-124.0749741,1.422273,0,0,0,0,0
4,June,1999,061999CR15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/19/1999,11:04,113.3856,15,46.14149094,-124.3424377,3.782666,23.52837939,0,0,0,1.321819067
4,June,1999,061999CR20,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/19/1999,13:10,131.6736,20,46.17041016,-124.4462433,2.177445,1.837015657,0,0,0,275.5523486
4,June,1999,061999CR25,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/19/1999,15:18,149.9616,25,46.14009094,-124.5447006,3.682574,0,0,0,0,0
4,June,1999,061999CR30,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/19/1999,17:46,457.2,30,46.13568878,-124.687088,3.30869,0,0.604468869,0,0,3.929047646
4,June,1999,061999CR35,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/19/1999,20:18,1097.28,35,,,3.15,0,0,0,0,0.317460308
4,June,1999,062099CR04,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,6/20/1999,14:29,23.7744,4,46.18603516,-124.0820236,1.568475,0,0,0,0.637561814,31.87809072
4,June,1999,062099CR07,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,6/20/1999,16:20,56.6928,7,46.1598587,-124.1528168,1.455328,0,0,0,0,0
4,June,1999,062099CR15,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,6/20/1999,18:49,113.3856,15,46.14043427,-124.3301392,2.983474,0,0,0,0.335179778,8.379494462
4,June,1999,062199CM05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1999,6:01,85.9536,5,45.45697784,-124.1006851,3.383913,0,0.295515889,0,0.591031778,7.387897226
4,June,1999,062199CM01,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1999,8:17,36.576,1,45.45521545,-124.0092926,2.951526,13.55231302,0.40656939,0,0,137.5559771
4,June,1999,062199CM03,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1999,10:10,58.5216,3,45.47140503,-124.0390778,2.736714,5.481026013,0,0,0,0
4,June,1999,062199CM10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1999,12:48,135.3312,10,45.47501755,-124.2026825,2.979406,0,0,0,0,0
4,June,1999,062199CM15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1999,15:38,175.5648,15,45.50585175,-124.3231812,2.176755,0,0,0,0,0
4,June,1999,062199CM20,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/21/1999,17:54,263.3472,20,45.49660873,-124.4541931,2.777017,0,0,0,0,0
4,June,1999,062299CM01,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,6/22/1999,5:41,34.7472,1,45.47047424,-124.0116272,2.995597,17.69263141,0,0,3.004409108,67.76611655
4,June,1999,062299CM03,Regular,TRUE,TRUE,TRUE,TRUE,No,0.8,No,6/22/1999,7:34,45.72,3,45.44294739,-124.031189,2.977436,5.709610425,0,0,0.335859437,408.7409345
4,June,1999,062299CH01,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1999,11:14,32.9184,1,45.02365112,-124.0385742,3.306119,1.209877644,0.302469411,0,0.302469411,490.9078539
4,June,1999,062299CH05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1999,13:18,91.44,5,45.02429199,-124.1385193,3.273256,0,0,0,0,0
4,June,1999,062299CH10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1999,15:46,148.1328,10,45.01817322,-124.2324219,3.668061,0,0,0,0,0
4,June,1999,062299CH02,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/22/1999,18:29,53.0352,2,45.01786804,-124.0738831,4.059246,0,0,0,0,0
4,June,1999,062399NH10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/23/1999,5:50,78.6384,10,44.64335632,-124.2794037,3.384509,46.68328104,0,0,0.295463804,14.7731902
4,June,1999,062399NH05,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/23/1999,7:50,58.5216,5,44.64520264,-124.1761093,3.047887,54.46396413,0,0,1.640480847,665.7071279
4,June,1999,062399NH15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/23/1999,10:31,87.7824,15,44.63115692,-124.3973389,3.46111,8.667739849,0,0,0,0
4,June,1999,062399NH20,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/23/1999,12:50,137.16,20,44.65019226,-124.5172729,3.293393,0,0,0,0,1.518191275
4,June,1999,062499CF07,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1999,6:02,84.1248,7,45.71215057,-124.1067581,3.230688,0,0,0,0,0
4,June,1999,062499CF01,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1999,8:09,27.432,1,45.70901489,-123.9726563,3.351707,4.176975519,0,0,3.281909336,79.95924564
4,June,1999,062499CF03,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1999,10:11,58.5216,3,45.7026062,-124.0266418,3.301934,0,0,0,0,0
4,June,1999,062499CF10,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1999,12:33,113.3856,10,45.71071625,-124.1796494,3.050432,0,0,0,0,0
4,June,1999,062499CF15,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,6/24/1999,14:41,146.304,15,45.70814133,-124.2944794,3.140836,0,0,0,0,0
6,May,2000,052200GH06D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/2000,6:28,38.4048,6,46.99295807,-124.3168411,3.143919,0,0.318074329,0,0,0
6,May,2000,052200GH10D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/2000,8:52,58.5216,10,47.00026703,-124.4124146,3.121044,0,0.320405641,0,0,0
6,May,2000,052200GH16D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/2000,12:53,78.6384,16,47.00551605,-124.5537186,1.329371,0,10.5312928,0,0,0
6,May,2000,052200GH21D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/2000,15:17,118.872,21,47.00205994,-124.696579,2.944041,0,4.076030172,0,0,0.339669181
6,May,2000,052200GH26D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/22/2000,17:26,149.9616,26,46.99829102,-124.8114624,2.975541,0,1.00822014,0,0,0
6,May,2000,052300CM01D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/23/2000,6:45,36.576,1,45.46466827,-124.0128937,4.229376,0,0,0,6.383919988,7.329685912
6,May,2000,052300CM03D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/23/2000,8:56,58.5216,3,45.4770813,-124.039444,3.945112,0,0,0,2.027825954,1.267391221
6,May,2000,052300CM05D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/23/2000,10:43,87.7824,5,45.477108,-124.0983734,2.232176,0,0,0,0.447993431,0
6,May,2000,052300CM10D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/23/2000,12:47,131.6736,10,45.48165894,-124.205246,3.301027,0,0,0,0,0
6,May,2000,052300CM15D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/23/2000,15:13,177.3936,15,45.47809219,-124.3243408,3.379105,0,0,0,0,0
6,May,2000,052300CM20D,Regular,TRUE,TRUE,FALSE,FALSE,No,0.8,No,5/23/2000,17:31,261.5184,20,45.47254181,-124.451004,3.198618,0,0,0,0,0
